343

Ar104	5.75771e-005	-1.09702	-0.310288
Ar105	0.379937	-1.09693	-0.310297
Ar106	-1.71007	-0.767755	-0.310234
Ar107	-1.32993	-0.767835	-0.310189
Ar108	-0.950102	-0.767894	-0.310342
Ar109	-0.569943	-0.76797	-0.31033
Ar110	-0.190076	-0.76793	-0.310266
Ar111	0.189931	-0.76779	-0.310359
Ar112	0.570097	-0.767825	-0.310321
Ar113	-1.52013	-0.438857	-0.310348
Ar114	-1.14005	-0.438713	-0.310208
Ar115	-0.760069	-0.438949	-0.31018
Ar116	-0.379963	-0.438749	-0.3102
Ar117	-6.53785e-005	-0.438724	-0.31024
Ar118	0.380091	-0.438905	-0.310212
Ar119	0.760107	-0.438706	-0.310304
Ar120	-1.33008	-0.109757	-0.310315
Ar121	-0.95008	-0.109603	-0.31029
Ar122	-0.570055	-0.109647	-0.310205
Ar123	-0.189967	-0.109751	-0.310258
Ar124	0.189921	-0.109742	-0.310239
Ar125	0.570085	-0.109655	-0.310304
Ar126	0.950027	-0.109781	-0.310209
Ar127	-1.14011	0.219396	-0.310249
Ar128	-0.759935	0.219331	-0.310366
Ar129	-0.379929	0.219475	-0.310287
Ar130	9.28372e-005	0.219419	-0.310322
Ar131	0.380039	0.21943	-0.310306
Ar132	0.760077	0.219285	-0.31031
Ar133	1.14007	0.219332	-0.310358
Ar134	-0.949994	0.548461	-0.310353
Ar135	-0.569984	0.548603	-0.31031
Ar136	-0.189925	0.548433	-0.310331
Ar137	0.189982	0.548602	-0.31023
Ar138	0.569919	0.548571	-0.310206
Ar139	0.950107	0.548519	-0.310221
Ar140	1.32993	0.548535	-0.310224
Ar141	-0.760082	0.87745	-0.310227
Ar142	-0.379947	0.877533	-0.310239
Ar143	-1.77179e-005	0.877586	-0.310169
Ar144	0.379913	0.87751	-0.310196
Ar145	0.760097	0.877642	-0.310143
Ar146	1.14007	0.877619	-0.310364
Ar147	1.52009	0.877488	-0.310335
Ar148	-1.70996	-0.987365	-1.63168e-005
Ar149	-1.33004	-0.987314	2.76589e-005
Ar150	-0.950056	-0.987234	-2.33529e-005
Ar151	-0.569953	-0.987347	1.90792e-005
Ar152	-0.189968	-0.987197	4.97068e-005
Ar153	0.189918	-0.987213	-6.95757e-005
Ar154	0.57008	-0.987315	-5.28624e-005
Ar155	-1.51993	-0.658173	4.93883e-005
Ar156	-1.14009	-0.658099	1.02931e-005
Ar157	-0.759967	-0.658091	2.62551e-005
Ar158	-0.379974	-0.658252	0.000116519
Ar159	1.68389e-005	-0.658136	6.15599e-005
Ar160	0.37993	-0.658196	-7.78596e-005
Ar161	0.76002	-0.658247	-4.32378e-005
Ar162	-1.32991	-0.329022	-0.000116509
Ar163	-0.950035	-0.329172	7.70147e-005
Ar164	-0.570039	-0.329118	6.88858e-005
Ar165	-0.19006	-0.329059	-8.67353e-005
Ar166	0.189949	-0.329109	3.18526e-005
Ar167	0.570028	-0.329116	-7.42116e-005
Ar168	0.950044	-0.329173	6.40069e-005
Ar169	-1.13994	-7.65833e-005	-4.58224e-005
Ar170	-0.759923	4.04159e-005	6.65311e-005
Ar171	-0.380011	3.75864e-005	6.85247e-005
Ar172	5.91024e-005	3.98344e-005	-3.74545e-005
Ar173	0.380067	3.07874e-005	9.86595e-005
Ar174	0.760043	5.6726e-005	-3.70657e-005
Ar175	1.13996	9.0966e-005	-8.74676e-005
Ar176	-0.950042	0.329179	8.80373e-005
Ar177	-0.57007	0.329191	-4.84223e-005
Ar178	-0.189941	0.329093	-7.01227e-005
Ar179	0.189923	0.329031	-5.60765e-005
Ar180	0.569917	0.329177	-2.47767e-005
Ar181	0.950012	0.329212	-8.04178e-005
Ar182	1.32994	0.32918	8.02859e-005
Ar183	-0.759945	0.658263	0.000115931
Ar184	-0.379988	0.658215	-6.89474e-005
Ar185	3.91617e-005	0.658135	-2.99008e-005
Ar186	0.379892	0.658252	-9.23803e-005
Ar187	0.760055	0.65811	-3.99148e-005
Ar188	1.13993	0.658099	-4.20986e-005
Ar189	1.51991	0.658318	3.04465e-005
Ar190	-0.570058	0.987316	5.64197e-005
Ar191	-0.189963	0.987301	-7.73525e-005
Ar192	0.190111	0.987348	-8.36584e-005
Ar193	0.569965	0.987347	-2.1166e-005
Ar194	0.949922	0.987205	-1.51116e-005
Ar195	1.33002	0.987222	-3.45937e-006
Ar196	1.71008	0.987281	-3.55257e-005
Ar197	-1.52005	-0.877534	0.310185
Ar198	-1.14003	-0.877659	0.310237
Ar199	-0.759908	-0.877662	0.310303
Ar200	-0.379867	-0.877596	0.310317
Ar201	5.14797e-005	-0.877719	0.310265
Ar202	0.380059	-0.877524	0.310204
Ar203	0.759975	-0.877628	0.310243
Ar204	-1.32987	-0.548452	0.310211
Ar205	-0.950042	-0.548379	0.310193
Ar206	-0.57006	-0.548428	0.310218
Ar207	-0.190034	-0.548416	0.310304
Ar208	0.189959	-0.548615	0.310254
Ar209	0.569967	-0.548462	0.310235
Ar210	0.949904	-0.548551	0.310206
Ar211	-1.13994	-0.219433	0.310174
Ar212	-0.760049	-0.219338	0.310198
Ar213	-0.379895	-0.219352	0.310263
Ar214	-4.0691e-005	-0.21945	0.310233
Ar215	0.380062	-0.219357	0.310187
Ar216	0.760067	-0.219423	0.310349
Ar217	1.13994	-0.219354	0.310295
Ar218	-0.950073	0.109768	0.310215
Ar219	-0.570108	0.109763	0.310323
Ar220	-0.189951	0.109588	0.310187
Ar221	0.190062	0.109638	0.310149
Ar222	0.569939	0.109748	0.310362
Ar223	0.950071	0.109682	0.310251
Ar224	1.33008	0.109795	0.310307
Ar225	-0.759955	0.438821	0.310154
Ar226	-0.379983	0.438822	0.31031
Ar227	-0.000100815	0.438721	0.310193
Ar228	0.379982	0.438716	0.310229
Ar229	0.759941	0.438804	0.310267
Ar230	1.13995	0.438892	0.310301
Ar231	1.52004	0.438819	0.310289
Ar232	-0.569986	0.767858	0.31023
Ar233	-0.190046	0.767962	0.310339
Ar234	0.189985	0.76795	0.310385
Ar235	0.570065	0.767793	0.310237
Ar236	0.94993	0.767778	0.310241
Ar237	1.33004	0.767894	0.31018
Ar238	1.70991	0.767956	0.310314
Ar239	-0.379965	1.09694	0.310386
Ar240	-8.20516e-005	1.097	0.310242
Ar241	0.379988	1.09697	0.310241
Ar242	0.760068	1.09702	0.310198
Ar243	1.14002	1.09701	0.310363
Ar244	1.51996	1.09699	0.310207
Ar245	1.89994	1.09699	0.310292
Ar246	-1.33013	-0.767834	0.620498
Ar247	-0.950077	-0.767867	0.620651
Ar248	-0.570051	-0.767994	0.620608
Ar249	-0.19008	-0.767893	0.620493
Ar250	0.190027	-0.767806	0.620599
Ar251	0.570053	-0.76785	0.620583
Ar252	0.950025	-0.767831	0.620506
Ar253	-1.14007	-0.438849	0.620482
Ar254	-0.760033	-0.438842	0.6205
Ar255	-0.380104	-0.438812	0.620654
Ar256	-8.36469e-005	-0.438732	0.620601
Ar257	0.379956	-0.438815	0.620489
Ar258	0.760007	-0.438852	0.620539
Ar259	1.13994	-0.438876	0.620419
Ar260	-0.949963	-0.109772	0.620495
Ar261	-0.570054	-0.109637	0.620592
Ar262	-0.190059	-0.109644	0.620632
Ar263	0.190035	-0.109663	0.620599
Ar264	0.569932	-0.10959	0.620452
Ar265	0.950032	-0.109724	0.620578
Ar266	1.32996	-0.109682	0.620626
Ar267	-0.759906	0.219442	0.620527
Ar268	-0.379921	0.219363	0.620583
Ar269	-4.53598e-005	0.219303	0.620546
Ar270	0.380023	0.219374	0.620504
Ar271	0.759889	0.219326	0.620637
Ar272	1.13989	0.219361	0.620596
Ar273	1.52005	0.219451	0.620492
Ar274	-0.569983	0.548436	0.620629
Ar275	-0.190027	0.548563	0.620444
Ar276	0.190043	0.548443	0.620589
Ar277	0.56996	0.548599	0.620584
Ar278	0.949898	0.548549	0.62047
Ar279	1.32988	0.548393	0.620609
Ar280	1.71004	0.548436	0.620533
Ar281	-0.379971	0.877668	0.620654
Ar282	2.23895e-005	0.877665	0.620652
Ar283	0.380054	0.877515	0.620636
Ar284	0.759959	0.877651	0.620512
Ar285	1.14008	0.877614	0.62052
Ar286	1.52009	0.877504	0.620599
Ar287	1.90006	0.877449	0.62074
Ar288	-0.190137	1.20663	0.620565
Ar289	0.190015	1.2066	0.620422
Ar290	0.56986	1.2067	0.620488
Ar291	0.950076	1.20672	0.620467
Ar292	1.32997	1.20659	0.620601
Ar293	1.70997	1.20662	0.620523
Ar294	2.09007	1.20659	0.62048
Ar295	-1.14	-0.658242	0.930778
Ar296	-0.759943	-0.658135	0.930879
Ar297	-0.379955	-0.658246	0.930754
Ar298	-4.80802e-005	-0.658156	0.930698
Ar299	0.380048	-0.658114	0.930841
Ar300	0.760014	-0.658229	0.930801
Ar301	1.14007	-0.658118	0.930751
Ar302	-0.950047	-0.329119	0.930808
Ar303	-0.569936	-0.329122	0.930857
Ar304	-0.190063	-0.329166	0.930783
Ar305	0.189991	-0.329045	0.930879
Ar306	0.569974	-0.329046	0.930942
Ar307	0.949899	-0.329074	0.930775
Ar308	1.32996	-0.3292	0.930788
Ar309	-0.759932	-7.65162e-005	0.93079
Ar310	-0.379938	-5.76162e-005	0.930853
Ar311	6.31371e-005	-4.27766e-005	0.930754
Ar312	0.379918	-0.000133156	0.9309
Ar313	0.76015	6.26107e-005	0.930861
Ar314	1.13996	-4.70137e-005	0.930763
Ar315	1.51999	4.37664e-005	0.93082
Ar316	-0.570072	0.32901	0.930856
Ar317	-0.190088	0.329119	0.930725
Ar318	0.190083	0.329046	0.930844
Ar319	0.569953	0.329005	0.930851
Ar320	0.950035	0.329149	0.930795
Ar321	1.32992	0.32911	0.930695
Ar322	1.70991	0.329066	0.93073
Ar323	-0.380057	0.65824	0.930825
Ar324	5.97123e-005	0.658252	0.930891
Ar325	0.379892	0.658192	0.930711
Ar326	0.760055	0.658135	0.930768
Ar327	1.14018	0.658194	0.930795
Ar328	1.52005	0.658108	0.930874
Ar329	1.9001	0.658243	0.930707
Ar330	-0.189928	0.987304	0.930832
Ar331	0.189949	0.987298	0.930853
Ar332	0.569933	0.987226	0.930874
Ar333	0.94997	0.98716	0.930874
Ar334	1.32998	0.987312	0.930801
Ar335	1.71001	0.987302	0.930846
Ar336	2.08993	0.9872	0.930863
Ar337	-6.35242e-005	1.31645	0.930884
Ar338	0.379929	1.31623	0.930778
Ar339	0.759976	1.31639	0.930902
Ar340	1.14003	1.3164	0.93087
Ar341	1.5199	1.31627	0.930822
Ar342	1.90004	1.3163	0.930758
Ar343	2.27989	1.31634	0.930836
343

Ar1	-2.2807	-1.31517	-0.93026
Ar2	-1.90048	-1.31589	-0.931452
Ar3	-1.52025	-1.31731	-0.930197
Ar4	-1.13966	-1.31663	-0.93043
Ar5	-0.759266	-1.31663	-0.931407
Ar6	-0.379423	-1.31752	-0.931655
Ar7	0.00096732	-1.31717	-0.930331
Ar8	-2.09083	-0.987668	-0.931392
Ar9	-1.71039	-0.988415	-0.931391
Ar10	-1.33039	-0.986615	-0.931278
Ar11	-0.949614	-0.986557	-0.931019
Ar12	-0.5697	-0.988713	-0.931591
Ar13	-0.189388	-0.986605	-0.93034
Ar14	0.191105	-0.987758	-0.930087
Ar15	-1.90041	-0.658487	-0.929918
Ar16	-1.52027	-0.659564	-0.930158
Ar17	-1.14128	-0.657771	-0.931478
Ar18	-0.759551	-0.658439	-0.929856
Ar19	-0.380082	-0.657958	-0.929899
Ar20	-0.000386576	-0.658783	-0.931864
Ar21	0.379384	-0.659487	-0.930993
Ar22	-1.71084	-0.329578	-0.929733
Ar23	-1.32886	-0.328666	-0.930406
Ar24	-0.949031	-0.328913	-0.931481
Ar25	-0.57101	-0.329843	-0.931106
Ar26	-0.190534	-0.328341	-0.931047
Ar27	0.190308	-0.328353	-0.930081
Ar28	0.569048	-0.328166	-0.931661
Ar29	-1.52066	-0.000840163	-0.93006
Ar30	-1.14093	0.00123755	-0.931316
Ar31	-0.760236	-0.000963385	-0.930137
Ar32	-0.381115	0.000625829	-0.931552
Ar33	0.000502676	-0.000510018	-0.930449
Ar34	0.380359	0.000619285	-0.930143
Ar35	0.76024	0.000727485	-0.931753
Ar36	-1.32956	0.329687	-0.930675
Ar37	-0.949325	0.328663	-0.930188
Ar38	-0.56936	0.329338	-0.931
Ar39	-0.190051	0.329274	-0.92953
Ar40	0.191813	0.327278	-0.930047
Ar41	0.569713	0.329305	-0.931617
Ar42	0.950569	0.32811	-0.931472
Ar43	-1.13951	0.659177	-0.931441
Ar44	-0.759288	0.657634	-0.931566
Ar45	-0.379142	0.65895	-0.930178
Ar46	0.00015367	0.657617	-0.931771
Ar47	0.380802	0.658175	-0.931722
Ar48	0.760977	0.658625	-0.931188
Ar49	1.14045	0.659631	-0.931028
Ar50	-2.0906	-1.20753	-0.620797
Ar51	-1.7095	-1.20556	-0.619975
Ar52	-1.33096	-1.20575	-0.621004
Ar53	-0.95057	-1.20783	-0.61927
Ar54	-0.570459	-1.2072	-0.620853
Ar55	-0.190705	-1.20717	-0.620584
Ar56	0.190212	-1.20642	-0.620991
Ar57	-1.89862	-0.878156	-0.620247
Ar58	-1.51956	-0.878237	-0.620433
Ar59	-1.13936	-0.878202	-0.619437
Ar60	-0.758936	-0.876946	-0.621406
Ar61	-0.38063	-0.876688	-0.620006
Ar62	0.000594966	-0.878277	-0.620314
Ar63	0.380397	-0.878128	-0.621386
Ar64	-1.71021	-0.547678	-0.621033
Ar65	-1.3297	-0.548005	-0.621317
Ar66	-0.948951	-0.548599	-0.619951
Ar67	-0.571064	-0.54984	-0.620746
Ar68	-0.189418	-0.548237	-0.621798
Ar69	0.189577	-0.547419	-0.620961
Ar70	0.570691	-0.547535	-0.618984
Ar71	-1.52115	-0.220003	-0.620853
Ar72	-1.13904	-0.218348	-0.619644
Ar73	-0.75955	-0.218548	-0.619489
Ar74	-0.379757	-0.220984	-0.620213
Ar75	-0.000494538	-0.218062	-0.620064
Ar76	0.379672	-0.219276	-0.620774
Ar77	0.760759	-0.220529	-0.621518
Ar78	-1.33038	0.109747	-0.621566
Ar79	-0.95052	0.109321	-0.619675
Ar80	-0.570405	0.109996	-0.619649
Ar81	-0.18968	0.110646	-0.620959
Ar82	0.190408	0.110495	-0.620254
Ar83	0.57107	0.110571	-0.621195
Ar84	0.949339	0.109078	-0.620642
Ar85	-1.14065	0.439293	-0.620858
Ar86	-0.759432	0.438903	-0.620133
Ar87	-0.380282	0.439034	-0.621254
Ar88	-0.000375431	0.439317	-0.621367
Ar89	0.380977	0.438354	-0.620802
Ar90	0.760452	0.439475	-0.619867
Ar91	1.14106	0.437877	-0.619766
Ar92	-0.950676	0.767123	-0.620971
Ar93	-0.568904	0.76822	-0.620945
Ar94	-0.190086	0.768536	-0.619962
Ar95	0.189185	0.768311	-0.621062
Ar96	0.570709	0.767545	-0.621171
Ar97	0.94946	0.76821	-0.620576
Ar98	1.3303	0.768321	-0.620773
Ar99	-1.89942	-1.09695	-0.309608
Ar100	-1.5191	-1.09644	-0.310902
Ar101	-1.13974	-1.0979	-0.309372
Ar102	-0.759655	-1.09788	-0.309889
Ar103	-0.37951	-1.09742	-0.310486
Ar104	0.000632703	-1.09753	-0.310482
Ar105	0.379308	-1.09662	-0.310581
Ar106	-1.71081	-0.766548	-0.309884
Ar107	-1.32918	-0.767426	-0.309393
Ar108	-0.951122	-0.768079	-0.311077
Ar109	-0.56937	-0.768912	-0.31094
Ar110	-0.190838	-0.768467	-0.310243
Ar111	0.189235	-0.766931	-0.311264
Ar112	0.571068	-0.767317	-0.310842
Ar113	-1.52139	-0.439562	-0.31114
Ar114	-1.14057	-0.437981	-0.309606
Ar115	-0.760756	-0.440577	-0.30929
Ar116	-0.379598	-0.438376	-0.309516
Ar117	-0.000719103	-0.438103	-0.309954
Ar118	0.381002	-0.440091	-0.30965
Ar119	0.761174	-0.437907	-0.310653
Ar120	-1.33092	-0.110358	-0.31078
Ar121	-0.950874	-0.108664	-0.310504
Ar122	-0.57061	-0.109149	-0.309567
Ar123	-0.189638	-0.110296	-0.310155
Ar124	0.189136	-0.110194	-0.309946
Ar125	0.570932	-0.109239	-0.310659
Ar126	0.950292	-0.110621	-0.309607
Ar127	-1.14116	0.219427	-0.310054
Ar128	-0.759286	0.218712	-0.311338
Ar129	-0.379218	0.220299	-0.310466
Ar130	0.00102108	0.219678	-0.310852
Ar131	0.380429	0.219796	-0.31068
Ar132	0.760844	0.21821	-0.310718
Ar133	1.14077	0.218723	-0.311253
Ar134	-0.949933	0.548242	-0.311193
Ar135	-0.569818	0.549808	-0.310728
Ar136	-0.189176	0.547932	-0.310952
Ar137	0.189806	0.549788	-0.309846
Ar138	0.56911	0.549455	-0.309581
Ar139	0.951175	0.548886	-0.30974
Ar140	1.32928	0.549061	-0.309778
Ar141	-0.760901	0.876228	-0.309813
Ar142	-0.379416	0.877134	-0.309945
Ar143	-0.000194823	0.877715	-0.309172
Ar144	0.379038	0.876885	-0.30947
Ar145	0.761067	0.878329	-0.308888
Ar146	1.14082	0.878086	-0.311318
Ar147	1.52097	0.876646	-0.310998
Ar148	-1.70955	-0.988328	-0.000180971
Ar149	-1.33049	-0.987761	0.000302709
Ar150	-0.950618	-0.986878	-0.000258033
Ar151	-0.569484	-0.988124	0.000208718
Ar152	-0.189649	-0.986478	0.000545471
Ar153	0.189097	-0.986651	-0.000766172
Ar154	0.570881	-0.987776	-0.000581533
Ar155	-1.5192	-0.658115	0.000541647
Ar156	-1.14104	-0.657295	0.000112378
Ar157	-0.759636	-0.657204	0.000288258
Ar158	-0.379717	-0.658982	0.00128105
Ar159	0.000184958	-0.657706	0.000676633
Ar160	0.379226	-0.658365	-0.000856354
Ar161	0.760219	-0.65892	-0.000474756
Ar162	-1.32898	-0.328342	-0.00128264
Ar163	-0.950383	-0.330001	0.000846348
Ar164	-0.570429	-0.329403	0.000757481
Ar165	-0.190661	-0.32875	-0.000953864
Ar166	0.189439	-0.329304	0.000350321
Ar167	0.570306	-0.329374	-0.000815821
Ar168	0.95048	-0.330003	0.000705118
Ar169	-1.13934	-0.000843862	-0.000505202
Ar170	-0.759151	0.000443987	0.000731238
Ar171	-0.380118	0.000413419	0.000753523
Ar172	0.00064998	0.000437999	-0.000412011
Ar173	0.380741	0.000338648	0.00108487
Ar174	0.760477	0.000624483	-0.000407052
Ar175	1.13954	0.00100216	-0.000960759
Ar176	-0.950457	0.330066	0.00096692
Ar177	-0.570766	0.3302	-0.000533025
Ar178	-0.189348	0.329124	-0.000771259
Ar179	0.189154	0.328441	-0.000616771
Ar180	0.569092	0.330052	-0.000272443
Ar181	0.950128	0.330439	-0.000883969
Ar182	1.32939	0.33009	0.000884215
Ar183	-0.75939	0.659095	0.00127404
Ar184	-0.379871	0.658568	-0.000758251
Ar185	0.000430725	0.657694	-0.0003283
Ar186	0.378807	0.658982	-0.00101531
Ar187	0.760607	0.657419	-0.000438543
Ar188	1.13928	0.657296	-0.000462176
Ar189	1.51896	0.659707	0.000336337
Ar190	-0.570633	0.98778	0.00062054
Ar191	-0.189593	0.987619	-0.000849752
Ar192	0.191218	0.988131	-0.000918848
Ar193	0.569619	0.988124	-0.000231616
Ar194	0.949144	0.986565	-0.000164911
Ar195	1.33022	0.986746	-3.66702e-005
Ar196	1.71091	0.987401	-0.000389337
Ar197	-1.52059	-0.877151	0.309346
Ar198	-1.14027	-0.878526	0.309919
Ar199	-0.758992	-0.87855	0.310645
Ar200	-0.37854	-0.877824	0.310795
Ar201	0.00056622	-0.879184	0.310229
Ar202	0.380654	-0.877033	0.309561
Ar203	0.759719	-0.878182	0.30999
Ar204	-1.32862	-0.548145	0.309631
Ar205	-0.950457	-0.547341	0.309439
Ar206	-0.570663	-0.54788	0.309712
Ar207	-0.190372	-0.547752	0.310658
Ar208	0.18955	-0.549933	0.310104
Ar209	0.569636	-0.548248	0.309896
Ar210	0.948946	-0.549232	0.309579
Ar211	-1.1393	-0.219833	0.309231
Ar212	-0.760536	-0.218784	0.309496
Ar213	-0.37885	-0.21894	0.310201
Ar214	-0.000447355	-0.220015	0.309881
Ar215	0.380681	-0.218999	0.309372
Ar216	0.760741	-0.219721	0.31115
Ar217	1.13937	-0.21896	0.310555
Ar218	-0.950795	0.110484	0.309673
Ar219	-0.571183	0.11043	0.310869
Ar220	-0.189459	0.108508	0.309371
Ar221	0.19068	0.109054	0.308954
Ar222	0.569326	0.11026	0.311299
Ar223	0.950781	0.109533	0.310071
Ar224	1.33088	0.110779	0.310689
Ar225	-0.759506	0.43917	0.309007
Ar226	-0.379811	0.439179	0.310721
Ar227	-0.00110857	0.438067	0.309433
Ar228	0.379803	0.438017	0.309835
Ar229	0.759356	0.438983	0.31025
Ar230	1.13944	0.43995	0.310622
Ar231	1.52046	0.439153	0.310497
Ar232	-0.569841	0.767675	0.309845
Ar233	-0.190504	0.768818	0.311043
Ar234	0.189838	0.76869	0.311547
Ar235	0.570718	0.766967	0.309916
Ar236	0.94923	0.7668	0.309962
Ar237	1.3304	0.76807	0.309296
Ar238	1.70903	0.768763	0.310769
Ar239	-0.379613	1.09664	0.31156
Ar240	-0.000901946	1.09734	0.309971
Ar241	0.379873	1.09703	0.309969
Ar242	0.760747	1.09761	0.309497
Ar243	1.14018	1.09746	0.311302
Ar244	1.51961	1.09725	0.309592
Ar245	1.89932	1.09722	0.31053
Ar246	-1.33146	-0.767414	0.620107
Ar247	-0.950848	-0.767773	0.621783
Ar248	-0.570563	-0.769172	0.621317
Ar249	-0.19088	-0.768063	0.620044
Ar250	0.190301	-0.767106	0.621212
Ar251	0.57058	-0.767585	0.621035
Ar252	0.950278	-0.767376	0.620189
Ar253	-1.14082	-0.439476	0.619931
Ar254	-0.760362	-0.439395	0.620122
Ar255	-0.381142	-0.439066	0.621814
Ar256	-0.00092	-0.438184	0.621232
Ar257	0.379514	-0.439104	0.620006
Ar258	0.760078	-0.439508	0.620549
Ar259	1.13935	-0.439769	0.619234
Ar260	-0.949591	-0.110524	0.62007
Ar261	-0.570592	-0.109043	0.621138
Ar262	-0.190646	-0.109117	0.621577
Ar263	0.190381	-0.109324	0.621218
Ar264	0.569253	-0.108522	0.6196
Ar265	0.95035	-0.110001	0.620982
Ar266	1.32956	-0.109534	0.621517
Ar267	-0.758963	0.219934	0.620424
Ar268	-0.37913	0.219057	0.621035
Ar269	-0.000498653	0.218401	0.620636
Ar270	0.38025	0.219187	0.620171
Ar271	0.75878	0.218651	0.621627
Ar272	1.13879	0.219043	0.621181
Ar273	1.52059	0.220029	0.620033
Ar274	-0.569812	0.547965	0.621538
Ar275	-0.190293	0.549368	0.619506
Ar276	0.190471	0.548046	0.621105
Ar277	0.569565	0.549756	0.621054
Ar278	0.948873	0.54921	0.619791
Ar279	1.3287	0.547496	0.621329
Ar280	1.71042	0.547973	0.620491
Ar281	-0.379683	0.878619	0.621819
Ar282	0.000247051	0.878591	0.621792
Ar283	0.380595	0.87694	0.62162
Ar284	0.759551	0.878432	0.620257
Ar285	1.14086	0.878027	0.620347
Ar286	1.52098	0.876824	0.621214
Ar287	1.90067	0.876219	0.622767
Ar288	-0.19151	1.20631	0.620842
